split_idx,day,pnl,n_trades,hold_skips,time_skips,total_bars
0,20220103,647.5550,68,872,302,4630
0,20220104,-896.9000,60,753,658,4630
0,20220105,-141.4450,43,81,1334,4630
0,20220106,1984.5950,147,314,1098,4630
0,20220107,-512.8500,90,530,700,4630
0,20220110,1734.2850,116,94,1324,4630
0,20220111,3368.6700,117,706,618,4630
0,20220112,-135.3800,87,435,981,4630
0,20220113,-970.7850,109,208,1225,4630
0,20220114,-355.9600,154,183,1233,4630
0,20220118,-329.3350,129,199,1176,4630
0,20220119,-1987.0850,104,166,1235,4630
0,20220120,772.7850,91,60,1346,4630
0,20220121,-1472.7950,283,41,1398,4630
0,20220124,-793.6350,449,9,1429,4630
0,20220125,10191.0000,350,20,1400,4630
0,20220126,1340.3100,156,9,1430,4630
0,20220127,-6823.0800,317,61,1369,4630
0,20220128,8461.9550,258,42,1397,4630
0,20220131,2225.2950,92,165,1260,4630
0,20220201,1434.0600,156,386,1046,4630
0,20220202,648.1150,124,168,1223,4630
0,20220203,528.1250,125,150,1248,4630
0,20220204,1302.3550,173,168,1272,4630
0,20220207,252.2900,104,197,1147,4630
0,20220208,2095.8000,80,139,1244,4630
0,20220209,911.7600,51,761,651,4630
0,20220210,-1846.6550,147,51,1384,4630
0,20220211,-5741.1750,195,7,1421,4630
0,20220214,-198.1400,186,8,1432,4630
0,20220215,871.9800,73,383,1028,4630
0,20220216,725.6700,67,230,1210,4630
0,20220217,-1212.2850,84,233,1179,4630
0,20220218,-1585.2650,161,32,1386,4630
0,20220222,-3412.1800,157,19,1418,4630
0,20220223,-4065.2850,159,117,1315,4630
0,20220224,10321.9000,315,64,1365,4630
0,20220225,8751.8800,188,51,1388,4630
0,20220228,-5.0350,184,32,1405,4630
0,20220301,-5295.5900,191,44,1391,4630
0,20220302,6181.7400,174,80,1318,4630
1,20220103,-108.6950,68,745,429,4630
1,20220104,-214.4100,59,570,856,4630
1,20220105,351.6800,43,58,1360,4630
1,20220106,1537.0950,147,94,1318,4630
1,20220107,-206.6000,90,257,978,4630
1,20220110,401.7850,116,54,1364,4630
1,20220111,1802.4200,117,491,833,4630
1,20220112,209.6200,87,181,1235,4630
1,20220113,-432.0350,109,62,1371,4630
1,20220114,-625.9600,154,50,1366,4630
1,20220118,-680.5850,129,59,1316,4630
1,20220119,1346.6650,104,74,1327,4630
1,20220120,469.0350,91,47,1359,4630
1,20220121,1813.4550,283,22,1417,4630
1,20220124,-4108.6350,449,20,1418,4630
1,20220125,5426.0000,350,20,1400,4630
1,20220126,682.8100,156,19,1420,4630
1,20220127,2780.6700,317,38,1392,4630
1,20220128,2801.9550,258,23,1416,4630
1,20220131,34.0450,92,113,1312,4630
1,20220201,760.3100,156,86,1346,4630
1,20220303,1072.8900,164,52,1361,4630
1,20220304,1615.4600,171,20,1408,4630
1,20220307,-947.5450,183,30,1402,4630
1,20220308,-4588.8050,307,19,1411,4630
1,20220309,1227.0250,140,87,1330,4630
1,20220310,-848.1550,122,62,1363,4630
1,20220311,1367.6400,139,256,1184,4630
1,20220314,-1564.4550,117,666,752,4630
1,20220315,387.4200,117,681,605,4630
1,20220316,1329.9750,185,641,800,4630
1,20220317,1200.0950,72,620,781,4630
1,20220318,-130.1150,51,714,724,4630
1,20220321,506.7750,115,712,601,4630
1,20220322,-12.0400,46,724,689,4630
1,20220323,-1.1850,69,717,728,4630
1,20220324,344.8450,47,724,694,4630
1,20220325,-2.8800,87,711,720,4630
1,20220328,-231.3250,55,706,715,4630
1,20220329,331.2750,65,762,659,4630
1,20220330,221.7000,45,765,682,4630
2,20220103,385.0550,68,889,473,4630
2,20220104,-691.9000,60,585,826,4630
2,20220105,134.8050,43,33,1382,4630
2,20220106,2132.0950,147,135,1277,4630
2,20220107,-199.0500,95,234,995,4630
2,20220110,1751.7850,116,51,1367,4630
2,20220111,3583.6700,117,483,841,4630
2,20220112,-227.8800,87,198,1218,4630
2,20220113,-392.0350,109,52,1381,4630
2,20220114,-388.4600,154,49,1367,4630
2,20220118,-539.3350,129,65,1310,4630
2,20220119,-1987.0850,104,81,1320,4630
2,20220120,702.7850,91,20,1386,4630
2,20220121,-1220.2950,283,20,1419,4630
2,20220124,-896.1350,449,17,1421,4630
2,20220125,9998.5000,350,19,1401,4630
2,20220126,1396.5600,156,14,1425,4630
2,20220127,-6823.0800,317,37,1393,4630
2,20220128,8461.9550,258,20,1419,4630
2,20220131,2174.0450,92,112,1313,4630
2,20220201,1626.5600,156,124,1308,4630
2,20220331,-293.3400,41,597,832,4630
2,20220401,-427.4650,66,699,714,4630
2,20220404,331.4700,22,772,594,4630
2,20220405,-1218.7650,61,703,698,4630
2,20220406,2449.9800,123,682,755,4630
2,20220407,1490.8600,86,708,718,4630
2,20220408,264.3700,62,678,760,4630
2,20220411,-159.5800,42,677,739,4630
2,20220412,-1689.7450,88,703,725,4630
2,20220413,712.3250,45,706,722,4630
2,20220414,-671.2050,67,718,705,4630
2,20220418,-1349.8750,75,612,803,4630
2,20220419,339.8850,51,597,840,4630
2,20220420,-576.3150,56,568,871,4630
2,20220421,-5113.7900,121,583,836,4630
2,20220422,-2265.9050,97,541,890,4630
2,20220425,4167.6650,204,674,762,4630
2,20220426,-1234.1350,149,388,1052,4630
2,20220427,660.1650,204,397,1004,4630
2,20220428,6173.1950,132,176,1262,4630
3,20220103,143.8050,68,767,407,4630
3,20220104,-408.1500,60,565,846,4630
3,20220105,227.3050,43,47,1368,4630
3,20220106,1127.0950,147,113,1299,4630
3,20220107,10.9100,91,245,980,4630
3,20220110,-108.2150,116,56,1362,4630
3,20220111,842.4200,117,469,855,4630
3,20220112,212.1200,87,192,1224,4630
3,20220113,-298.2850,109,52,1381,4630
3,20220114,-1007.2100,154,59,1357,4630
3,20220118,-804.3350,129,75,1300,4630
3,20220119,-244.5850,104,86,1315,4630
3,20220120,1270.2850,91,37,1369,4630
3,20220121,44.7050,283,23,1416,4630
3,20220124,1311.3650,449,20,1418,4630
3,20220125,1054.7500,350,22,1398,4630
3,20220126,875.3100,156,17,1422,4630
3,20220127,-3896.8300,317,36,1394,4630
3,20220128,2334.4550,258,26,1413,4630
3,20220131,1212.7950,92,101,1324,4630
3,20220201,-80.9400,156,98,1334,4630
3,20220429,-1019.2550,137,553,885,4630
3,20220502,-6464.8500,265,597,843,4630
3,20220503,548.6450,177,557,858,4630
3,20220504,-14976.4700,228,699,738,4630
3,20220505,3166.7400,299,533,891,4630
3,20220506,1329.3200,307,605,833,4630
3,20220509,1007.2400,224,561,875,4630
3,20220510,481.8600,311,591,849,4630
3,20220511,2573.7300,248,595,841,4630
3,20220512,85.8250,270,552,883,4630
3,20220513,-3009.9900,126,675,759,4630
3,20220516,2511.5000,150,690,650,4630
3,20220517,-1985.0900,116,715,702,4630
3,20220518,-1771.5650,156,547,890,4630
3,20220519,4843.8200,257,622,816,4630
3,20220520,-2859.2800,197,564,865,4630
3,20220523,2131.3900,139,707,719,4630
3,20220524,2956.8600,186,651,776,4630
3,20220525,-2045.7500,175,501,931,4630
3,20220526,534.2500,50,687,734,4630
4,20220103,58.8050,68,831,343,4630
4,20220104,578.1000,60,598,813,4630
4,20220105,272.3050,43,32,1383,4630
4,20220106,648.3450,147,122,1290,4630
4,20220107,-764.0900,91,230,995,4630
4,20220110,1283.0350,116,79,1339,4630
4,20220111,-1093.8300,117,458,866,4630
4,20220112,64.6200,87,183,1233,4630
4,20220113,-779.5350,109,72,1361,4630
4,20220114,1014.0400,154,49,1367,4630
4,20220118,-736.8350,129,76,1299,4630
4,20220119,56.6650,104,95,1306,4630
4,20220120,-42.2150,91,20,1386,4630
4,20220121,1702.2050,283,20,1419,4630
4,20220124,-422.3850,449,19,1419,4630
4,20220125,3903.5000,350,20,1400,4630
4,20220126,-438.4400,156,15,1424,4630
4,20220127,198.1700,317,38,1392,4630
4,20220128,-3423.0450,258,20,1419,4630
4,20220131,280.2950,92,110,1315,4630
4,20220201,-583.4400,156,106,1326,4630
4,20220527,180.3700,37,701,723,4630
4,20220531,1298.7100,121,586,830,4630
4,20220601,1050.0300,128,668,733,4630
4,20220602,1393.2700,77,728,712,4630
4,20220603,-32.7400,101,691,744,4630
4,20220606,1069.0350,91,696,741,4630
4,20220607,-178.0600,69,712,718,4630
4,20220608,1354.7100,96,719,714,4630
4,20220609,-1708.9500,105,704,725,4630
4,20220610,1454.9800,123,639,776,4630
4,20220613,-648.7150,191,523,894,4630
4,20220614,576.5900,159,657,779,4630
4,20220615,4315.6350,251,638,801,4630
4,20220616,-222.2000,155,365,1073,4630
4,20220617,716.8700,187,630,808,4630
4,20220621,-15.0650,56,712,714,4630
4,20220622,-333.4850,89,693,735,4630
4,20220623,656.6050,98,710,716,4630
4,20220624,312.2650,39,848,558,4630
4,20220627,353.3800,88,688,735,4630
5,20220103,-138.6950,68,785,389,4630
5,20220104,-49.4000,60,612,799,4630
5,20220105,335.4300,43,37,1380,4630
5,20220106,552.0950,147,150,1262,4630
5,20220107,479.6600,91,278,947,4630
5,20220110,1704.2850,116,79,1339,4630
5,20220111,1721.1700,117,585,739,4630
5,20220112,487.1200,87,209,1207,4630
5,20220113,-220.7850,109,85,1348,4630
5,20220114,1016.5400,154,48,1368,4630
5,20220118,-271.8350,129,82,1293,4630
5,20220119,-280.8350,104,92,1309,4630
5,20220120,-602.2150,91,25,1381,4630
5,20220121,-1241.5450,283,22,1417,4630
5,20220124,-103.6350,449,19,1419,4630
5,20220125,7469.7500,350,20,1400,4630
5,20220126,2171.5600,156,14,1425,4630
5,20220127,-5054.3300,317,38,1392,4630
5,20220128,3808.2050,258,19,1420,4630
5,20220131,1054.0450,92,129,1296,4630
5,20220201,390.3100,156,106,1326,4630
5,20220628,-2331.4300,107,693,707,4630
5,20220629,-203.3150,106,729,695,4630
5,20220630,-399.3850,124,576,821,4630
5,20220701,2245.5750,120,682,746,4630
5,20220705,2676.8550,123,684,744,4630
5,20220706,1517.4200,117,708,732,4630
5,20220707,217.2050,33,776,580,4630
5,20220708,-9.3000,70,710,620,4630
5,20220711,-78.2500,50,730,686,4630
5,20220712,-15.5800,67,719,721,4630
5,20220713,620.4550,108,705,720,4630
5,20220714,1764.1750,105,696,666,4630
5,20220715,201.6400,39,801,638,4630
5,20220718,-822.0400,46,745,680,4630
5,20220719,87.8800,38,743,766,4630
5,20220720,560.1950,82,656,770,4630
5,20220721,1586.9800,73,682,660,4630
5,20220722,43.3600,86,690,613,4630
5,20220725,172.4650,59,683,704,4630
5,20220726,109.8450,47,528,895,4630
6,20220103,112.5550,68,822,352,4630
6,20220104,708.1000,60,609,802,4630
6,20220105,-52.7350,39,39,1381,4630
6,20220106,-469.1550,147,76,1336,4630
6,20220107,993.4100,91,239,986,4630
6,20220110,170.5350,116,38,1380,4630
6,20220111,-1921.3300,117,467,857,4630
6,20220112,1022.1200,87,198,1218,4630
6,20220113,1250.4650,109,35,1398,4630
6,20220114,1614.0400,154,44,1372,4630
6,20220118,86.9150,129,29,1346,4630
6,20220119,4097.9150,104,47,1354,4630
6,20220120,-908.4650,91,23,1383,4630
6,20220121,-521.5450,283,26,1413,4630
6,20220124,-452.3850,449,20,1418,4630
6,20220125,2129.7500,350,20,1400,4630
6,20220126,402.8100,156,15,1424,4630
6,20220127,2775.6700,317,38,1392,4630
6,20220128,-296.7950,258,20,1419,4630
6,20220131,-482.2050,92,87,1338,4630
6,20220201,-460.9400,156,88,1344,4630
6,20220727,-2552.4250,70,653,829,4630
6,20220728,-214.4700,53,408,991,4630
6,20220729,-308.2300,52,704,731,4630
6,20220801,-518.4050,97,711,724,4630
6,20220802,-515.4500,80,677,739,4630
6,20220803,-793.2800,47,658,728,4630
6,20220804,-396.2850,59,724,675,4630
6,20220805,288.2100,71,698,739,4630
6,20220808,1361.9200,67,706,691,4630
6,20220809,9.8850,51,699,669,4630
6,20220810,-87.1200,38,697,542,4630
6,20220811,981.3250,70,692,715,4630
6,20220812,-381.0200,23,837,597,4630
6,20220815,-493.4600,29,907,464,4630
6,20220816,-404.5100,49,782,723,4630
6,20220817,937.7250,85,716,673,4630
6,20220818,-64.5900,41,732,560,4630
6,20220819,92.9500,45,720,677,4630
6,20220822,-213.3300,42,706,720,4630
6,20220823,295.7600,76,716,718,4630
7,20220103,700.0550,68,827,347,4630
7,20220104,428.1000,60,634,777,4630
7,20220105,-113.3300,42,40,1382,4630
7,20220106,-431.6550,147,68,1344,4630
7,20220107,517.1600,91,248,977,4630
7,20220110,-1085.7150,116,38,1380,4630
7,20220111,-2438.8300,117,480,844,4630
7,20220112,197.1200,87,210,1206,4630
7,20220113,-94.5350,109,32,1401,4630
7,20220114,1557.7900,154,42,1374,4630
7,20220118,223.1650,129,33,1342,4630
7,20220119,-263.3350,104,44,1357,4630
7,20220120,-573.4650,91,28,1378,4630
7,20220121,1132.2050,283,25,1414,4630
7,20220124,-5617.3850,449,20,1418,4630
7,20220125,2201.0000,350,20,1400,4630
7,20220126,-805.9400,156,14,1425,4630
7,20220127,4743.1700,317,38,1392,4630
7,20220128,-3664.2950,258,20,1419,4630
7,20220131,380.2950,92,67,1358,4630
7,20220201,-1909.6900,156,78,1354,4630
7,20220824,552.2550,38,779,641,4630
7,20220825,296.0450,42,834,678,4630
7,20220826,8.4000,90,656,696,4630
7,20220829,172.7350,86,689,735,4630
7,20220830,656.2300,123,671,741,4630
7,20220831,-258.9300,107,668,768,4630
7,20220901,1171.6350,101,689,735,4630
7,20220902,2168.1950,132,676,757,4630
7,20220906,2095.8750,150,678,735,4630
7,20220907,654.3900,64,694,627,4630
7,20220908,2957.3300,108,725,718,4630
7,20220909,714.9050,53,812,616,4630
7,20220912,226.9500,70,726,609,4630
7,20220913,-1020.3900,86,648,701,4630
7,20220914,-310.9450,93,685,678,4630
7,20220915,-535.1200,113,552,882,4630
7,20220916,472.7750,90,690,736,4630
7,20220919,475.2250,85,652,785,4630
7,20220920,-380.5400,71,666,756,4630
7,20220921,-5365.7100,179,746,935,4630
8,20220103,782.5550,68,822,352,4630
8,20220104,529.3500,60,623,788,4630
8,20220105,-60.8300,42,38,1381,4630
8,20220106,-651.6550,147,71,1341,4630
8,20220107,394.6600,91,244,981,4630
8,20220110,788.0350,116,37,1381,4630
8,20220111,-2035.0800,117,488,836,4630
8,20220112,27.1200,87,187,1229,4630
8,20220113,210.4650,109,29,1404,4630
8,20220114,1746.5400,154,41,1375,4630
8,20220118,424.4150,129,25,1350,4630
8,20220119,604.1650,104,44,1357,4630
8,20220120,-1230.9650,91,20,1386,4630
8,20220121,429.7050,283,22,1417,4630
8,20220124,-5939.8850,449,17,1421,4630
8,20220125,-276.5000,350,19,1401,4630
8,20220126,-867.1900,156,13,1426,4630
8,20220127,5471.9200,317,38,1392,4630
8,20220128,-4031.7950,258,17,1422,4630
8,20220131,720.2950,92,80,1345,4630
8,20220201,-1087.1900,156,66,1366,4630
8,20220922,203.4200,92,679,756,4630
8,20220923,579.6700,92,618,811,4630
8,20220926,940.1000,135,584,850,4630
8,20220927,1925.8350,146,654,777,4630
8,20220928,275.8700,87,640,781,4630
8,20220929,-465.0900,116,627,800,4630
8,20220930,-663.2350,114,610,821,4630
8,20221003,818.8750,75,666,760,4630
8,20221004,450.0350,66,659,774,4630
8,20221005,1223.2900,79,647,793,4630
8,20221006,917.3900,114,626,792,4630
8,20221007,-322.9800,77,674,755,4630
8,20221010,811.0300,103,694,750,4630
8,20221011,-789.6450,98,681,759,4630
8,20221012,168.4400,94,698,730,4630
8,20221013,5194.9400,244,670,763,4630
8,20221014,1102.8100,156,672,744,4630
8,20221017,-282.4550,67,704,730,4630
8,20221018,-1843.7000,130,567,870,4630
8,20221019,1248.4400,94,536,864,4630
9,20220202,881.8650,124,70,1321,4630
9,20220203,120.6250,125,52,1346,4630
9,20220204,1377.3550,173,73,1367,4630
9,20220207,-112.7100,104,88,1256,4630
9,20220208,1217.0500,80,48,1333,4630
9,20220209,414.2600,51,511,901,4630
9,20220210,-1364.1550,147,19,1416,4630
9,20220211,-5051.1750,195,18,1410,4630
9,20220214,544.3600,186,19,1421,4630
9,20220215,1147.6150,74,325,1079,4630
9,20220216,239.4200,67,102,1338,4630
9,20220217,-224.7850,84,177,1235,4630
9,20220218,-2176.5150,161,33,1385,4630
9,20220222,-3192.1800,157,19,1418,4630
9,20220223,-3536.5350,159,24,1408,4630
9,20220224,10283.1500,315,39,1390,4630
9,20220225,5943.1300,188,42,1397,4630
9,20220228,-177.5350,184,18,1419,4630
9,20220301,-4026.8400,191,20,1415,4630
9,20220302,5575.4900,174,27,1371,4630
9,20220303,-1239.6100,164,41,1372,4630
9,20220304,1104.2100,171,20,1408,4630
9,20220307,-3751.2950,183,23,1409,4630
9,20220308,1484.9450,307,19,1411,4630
9,20220309,2122.0250,140,94,1323,4630
9,20220310,484.3450,122,45,1380,4630
9,20220311,-628.6100,139,339,1101,4630
9,20220314,-2013.2050,117,672,746,4630
9,20220315,1696.1700,117,679,608,4630
9,20220316,6744.3500,185,633,803,4630
9,20220317,1098.8250,70,614,747,4630
9,20220318,232.3950,52,713,726,4630
9,20220321,-1338.2250,115,683,630,4630
9,20220322,351.1350,51,706,699,4630
9,20220323,-63.6850,69,718,727,4630
9,20220324,541.0850,46,735,682,4630
9,20220325,-35.3800,87,713,718,4630
9,20220328,288.6750,55,714,707,4630
9,20220329,426.2750,65,754,667,4630
9,20220330,276.7400,49,751,681,4630
10,20220202,680.6150,124,58,1333,4630
10,20220203,114.3750,125,42,1356,4630
10,20220204,1302.3550,173,104,1336,4630
10,20220207,-130.2100,104,102,1242,4630
10,20220208,2349.5500,80,54,1327,4630
10,20220209,744.2600,51,468,944,4630
10,20220210,-1814.1550,147,10,1425,4630
10,20220211,-5741.1750,195,5,1423,4630
10,20220214,-263.1400,186,14,1426,4630
10,20220215,953.2400,74,288,1112,4630
10,20220216,940.6700,67,99,1341,4630
10,20220217,-1187.2850,84,171,1241,4630
10,20220218,-1967.7650,161,20,1398,4630
10,20220222,-3569.6800,157,10,1427,4630
10,20220223,-4015.2850,159,25,1407,4630
10,20220224,10479.4000,315,21,1408,4630
10,20220225,8686.8800,188,39,1400,4630
10,20220228,494.9650,184,11,1426,4630
10,20220301,-5808.0900,191,4,1431,4630
10,20220302,6740.4900,174,21,1377,4630
10,20220331,-280.1850,44,606,822,4630
10,20220401,-394.9650,66,697,716,4630
10,20220404,320.2200,22,719,629,4630
10,20220405,-1178.7650,61,704,697,4630
10,20220406,2449.9800,123,686,751,4630
10,20220407,1693.3600,86,702,724,4630
10,20220408,251.8700,62,671,767,4630
10,20220411,-214.5800,42,672,744,4630
10,20220412,-2229.7450,88,697,731,4630
10,20220413,1122.3250,45,688,739,4630
10,20220414,-547.4550,67,712,711,4630
10,20220418,-1252.3750,75,599,814,4630
10,20220419,388.6350,51,586,847,4630
10,20220420,-67.5650,56,563,875,4630
10,20220421,-4945.0500,120,600,831,4630
10,20220422,-2415.9050,97,535,896,4630
10,20220425,4135.1650,204,670,766,4630
10,20220426,-1481.6350,149,377,1063,4630
10,20220427,497.6650,204,397,1004,4630
10,20220428,6363.1950,132,171,1267,4630
11,20220202,644.3650,124,82,1309,4630
11,20220203,664.3750,125,50,1348,4630
11,20220204,854.8550,173,100,1340,4630
11,20220207,219.7900,104,114,1230,4630
11,20220208,1954.5500,80,76,1305,4630
11,20220209,694.2600,51,438,974,4630
11,20220210,-1831.6550,147,12,1423,4630
11,20220211,-5536.1750,195,2,1426,4630
11,20220214,-374.3900,186,14,1426,4630
11,20220215,1149.4900,74,315,1085,4630
11,20220216,790.6700,67,111,1329,4630
11,20220217,-1244.7850,84,136,1276,4630
11,20220218,-1530.2650,161,20,1398,4630
11,20220222,-3317.1800,157,11,1426,4630
11,20220223,-4227.7850,159,36,1396,4630
11,20220224,10421.9000,315,15,1414,4630
11,20220225,7918.1300,188,39,1400,4630
11,20220228,269.9650,184,10,1427,4630
11,20220301,-5223.0900,191,4,1431,4630
11,20220302,5771.7400,174,46,1352,4630
11,20220429,-3204.2550,137,558,880,4630
11,20220502,-177.3500,265,605,835,4630
11,20220503,1704.8950,177,549,866,4630
11,20220504,22401.0300,228,692,745,4630
11,20220505,-5387.0100,299,532,892,4630
11,20220506,-1170.6800,307,630,808,4630
11,20220509,-917.7600,224,576,860,4630
11,20220510,1054.3600,311,594,846,4630
11,20220511,-5181.2700,248,609,827,4630
11,20220512,-4556.6750,270,515,920,4630
11,20220513,1268.7600,126,679,755,4630
11,20220516,2187.7500,150,692,648,4630
11,20220517,4224.9100,116,711,706,4630
11,20220518,-4180.3150,156,559,878,4630
11,20220519,5597.5700,257,625,813,4630
11,20220520,-1129.2800,197,590,839,4630
11,20220523,2206.3900,139,705,721,4630
11,20220524,4879.3600,186,653,774,4630
11,20220525,4653.0000,175,516,916,4630
11,20220526,469.2500,50,694,725,4630
12,20220202,1175.6150,124,49,1342,4630
12,20220203,76.8750,125,59,1339,4630
12,20220204,1219.8550,173,92,1348,4630
12,20220207,67.2900,104,85,1259,4630
12,20220208,1649.5500,80,71,1310,4630
12,20220209,365.5100,51,385,1027,4630
12,20220210,-1356.6550,147,16,1419,4630
12,20220211,-4878.6750,195,3,1425,4630
12,20220214,1038.1100,186,15,1425,4630
12,20220215,834.4900,74,241,1159,4630
12,20220216,424.4200,67,103,1337,4630
12,20220217,-699.7850,84,130,1282,4630
12,20220218,-1177.7650,161,20,1398,4630
12,20220222,-3059.6800,157,13,1424,4630
12,20220223,-3285.2850,159,28,1404,4630
12,20220224,9750.6500,315,10,1419,4630
12,20220225,5868.1300,188,26,1413,4630
12,20220228,108.7150,184,13,1424,4630
12,20220301,-4316.8400,191,11,1424,4630
12,20220302,4861.7400,174,28,1370,4630
12,20220527,386.6200,37,708,716,4630
12,20220531,1522.4600,121,589,827,4630
12,20220601,462.5300,128,683,718,4630
12,20220602,2630.7700,77,727,713,4630
12,20220603,-586.4900,101,690,745,4630
12,20220606,-578.4650,91,697,740,4630
12,20220607,154.4400,69,703,727,4630
12,20220608,529.7100,96,719,714,4630
12,20220609,-1506.4500,105,705,724,4630
12,20220610,812.4800,123,636,779,4630
12,20220613,-531.2150,191,529,888,4630
12,20220614,-430.9100,159,655,781,4630
12,20220615,9871.8850,251,654,785,4630
12,20220616,-1075.9500,155,313,1125,4630
12,20220617,1933.1200,187,630,808,4630
12,20220621,-71.3150,56,710,716,4630
12,20220622,-333.4850,89,685,743,4630
12,20220623,435.3550,98,718,708,4630
12,20220624,162.2650,39,749,657,4630
12,20220627,403.3800,88,694,729,4630
13,20220202,713.1150,124,55,1336,4630
13,20220203,224.3750,125,56,1342,4630
13,20220204,887.3550,173,103,1337,4630
13,20220207,124.7900,104,92,1252,4630
13,20220208,2143.2600,76,58,1326,4630
13,20220209,593.0100,51,647,765,4630
13,20220210,-1846.6550,147,12,1423,4630
13,20220211,-5503.6750,195,6,1422,4630
13,20220214,-488.1400,186,14,1426,4630
13,20220215,1144.4900,74,304,1096,4630
13,20220216,758.1700,67,74,1367,4630
13,20220217,-1142.2850,84,172,1240,4630
13,20220218,-1870.2650,161,21,1397,4630
13,20220222,-3455.9300,157,11,1426,4630
13,20220223,-4147.7850,159,30,1402,4630
13,20220224,10446.9000,315,11,1418,4630
13,20220225,7960.6300,188,22,1417,4630
13,20220228,257.4650,184,13,1424,4630
13,20220301,-5158.0900,191,11,1424,4630
13,20220302,6181.7400,174,18,1380,4630
13,20220628,-3257.6800,107,694,706,4630
13,20220629,-733.3150,106,722,702,4630
13,20220630,828.1150,124,586,811,4630
13,20220701,2468.0750,120,687,741,4630
13,20220705,3680.6050,123,676,752,4630
13,20220706,2224.9200,117,704,734,4630
13,20220707,389.0800,33,763,602,4630
13,20220708,28.2000,70,703,627,4630
13,20220711,-1.3850,49,720,694,4630
13,20220712,-13.0800,67,708,732,4630
13,20220713,597.9550,108,696,729,4630
13,20220714,3342.9250,105,696,666,4630
13,20220715,165.3900,39,816,626,4630
13,20220718,-987.0200,48,697,670,4630
13,20220719,184.1000,35,698,762,4630
13,20220720,940.1950,82,662,764,4630
13,20220721,1951.9800,73,671,671,4630
13,20220722,-709.1400,86,694,609,4630
13,20220725,147.4650,59,684,703,4630
13,20220726,-15.1550,47,523,896,4630
14,20220202,793.1150,124,39,1352,4630
14,20220203,678.1250,125,23,1375,4630
14,20220204,854.8550,173,46,1394,4630
14,20220207,238.5400,104,82,1262,4630
14,20220208,1714.5500,80,29,1352,4630
14,20220209,565.5100,51,513,899,4630
14,20220210,-1896.6550,147,11,1424,4630
14,20220211,-5526.1750,195,4,1424,4630
14,20220214,-75.6400,186,14,1426,4630
14,20220215,934.4900,74,201,1199,4630
14,20220216,610.6700,67,69,1371,4630
14,20220217,-629.7850,84,78,1334,4630
14,20220218,-1740.2650,161,27,1391,4630
14,20220222,-3602.1800,157,12,1425,4630
14,20220223,-4379.0350,159,22,1410,4630
14,20220224,10446.9000,315,11,1418,4630
14,20220225,7350.6300,188,33,1406,4630
14,20220228,237.4650,184,12,1425,4630
14,20220301,-4840.5900,191,8,1427,4630
14,20220302,5885.4900,174,19,1379,4630
14,20220727,3858.1800,68,611,830,4630
14,20220728,828.0300,53,406,993,4630
14,20220729,276.7700,52,694,741,4630
14,20220801,485.3450,97,714,721,4630
14,20220802,-217.9500,80,686,730,4630
14,20220803,379.2200,47,663,723,4630
14,20220804,781.2150,59,718,681,4630
14,20220805,-274.2900,71,697,740,4630
14,20220808,21.9200,67,710,687,4630
14,20220809,334.8850,51,699,669,4630
14,20220810,145.3800,38,693,546,4630
14,20220811,-656.1750,70,695,712,4630
14,20220812,23.9800,23,808,637,4630
14,20220815,-131.5950,28,797,643,4630
14,20220816,-89.4900,51,718,723,4630
14,20220817,-254.7750,85,715,674,4630
